tanggal,kecamatan,volume_ton,jenis_sampah,sumber_sampah
2024-01-24,CEMPAKA PUTIH,34.8,Residu,Taman Kota
2024-01-24,CENGKARENG,182.23,B3,Taman Kota
2024-01-24,CILANDAK,179.26,Anorganik,Pasar
2024-01-24,CILINCING,154.2,B3,Pasar
2024-01-24,CIPAYUNG,234.55,Organik,Komersial
2024-01-24,CIRACAS,178.34,Organik,Pasar
2024-01-24,DUREN SAWIT,129.86,Anorganik,Industri Kecil
2024-01-24,GAMBIR,100.72,Organik,Industri Kecil
2024-01-24,GROGOL PETAMBURAN,143.42,Residu,Industri Kecil
2024-01-24,JAGAKARSA,108.72,Anorganik,Rumah Tangga
2024-01-24,JATINEGARA,94.39,Anorganik,Industri Kecil
2024-01-24,JOHAR BARU,139.99,Residu,Pasar
2024-01-24,KALIDERES,64.13,Anorganik,Taman Kota
2024-01-24,KEBAYORAN BARU,244.68,Anorganik,Pasar
2024-01-24,KEBAYORAN LAMA,206.25,Anorganik,Pasar
2024-01-24,KEBON JERUK,77.52,Organik,Komersial
2024-01-24,KELAPA GADING,126.15,Organik,Industri Kecil
2024-01-24,KEMAYORAN,192.45,B3,Industri Kecil
2024-01-24,KEMBANGAN,76.26,Organik,Rumah Tangga
2024-01-24,KEPULAUAN SERIBU SELATAN,126.17,Anorganik,Pasar
2024-01-24,KEPULAUAN SERIBU UTARA,77.2,B3,Rumah Tangga
2024-01-24,KOJA,80.39,Residu,Taman Kota
2024-01-24,KRAMATJATI,50.17,B3,Pasar
2024-01-24,MAKASAR,261.71,B3,Industri Kecil
2024-01-24,MAMPANG PRAPATAN,48.37,B3,Industri Kecil
2024-01-24,MATRAMAN,101.27,Organik,Komersial
2024-01-24,MENTENG,32.99,Organik,Taman Kota
2024-01-24,PADEMANGAN,219.81,Anorganik,Industri Kecil
2024-01-24,PAL MERAH,122.88,Residu,Pasar
2024-01-24,PANCORAN,89.35,B3,Taman Kota
2024-01-24,PASAR MINGGU,226.16,Residu,Taman Kota
2024-01-24,PASAR REBO,169.5,Organik,Taman Kota
2024-01-24,PENJARINGAN,132.9,B3,Komersial
2024-01-24,PESANGGRAHAN,104.26,Residu,Komersial
2024-01-24,PULOGADUNG,93.83,B3,Taman Kota
2024-01-24,SAWAH BESAR,139.46,Anorganik,Rumah Tangga
2024-01-24,SENEN,58.56,Organik,Komersial
2024-01-24,SETIABUDI,54.09,B3,Rumah Tangga
2024-01-24,TAMAN SARI,75.68,B3,Komersial
2024-01-24,TAMBORA,165.49,Organik,Taman Kota
2024-01-24,TANAH ABANG,52.98,Anorganik,Taman Kota
2024-01-24,TANJUNG PRIOK,165.89,Anorganik,Industri Kecil
2024-01-24,TEBET,164.58,Residu,Rumah Tangga
2024-01-25,CAKUNG,180.69,B3,Rumah Tangga
2024-01-25,CEMPAKA PUTIH,27.8,Anorganik,Pasar
2024-01-25,CENGKARENG,176.14,Organik,Komersial
2024-01-25,CILANDAK,141.93,Residu,Rumah Tangga
2024-01-25,CILINCING,120.96,Residu,Taman Kota
2024-01-25,CIPAYUNG,234.7,Anorganik,Taman Kota
2024-01-25,CIRACAS,172.56,B3,Komersial
2024-01-25,DUREN SAWIT,154.86,B3,Pasar
2024-01-25,GAMBIR,101.39,B3,Rumah Tangga
2024-01-25,GROGOL PETAMBURAN,152.67,Organik,Pasar
2024-01-25,JAGAKARSA,124.65,Anorganik,Pasar
2024-01-25,JATINEGARA,90.4,Organik,Rumah Tangga
2024-01-25,JOHAR BARU,213.22,Organik,Komersial
2024-01-25,KALIDERES,75.84,Residu,Taman Kota
2024-01-25,KEBAYORAN BARU,202.14,B3,Industri Kecil
2024-01-25,KEBAYORAN LAMA,176.52,Organik,Industri Kecil
2024-01-25,KEBON JERUK,89.56,Anorganik,Rumah Tangga
2024-01-25,KELAPA GADING,160.48,B3,Komersial
2024-01-25,KEMAYORAN,145.68,B3,Pasar
2024-01-25,KEMBANGAN,47.98,Residu,Rumah Tangga
2024-01-25,KEPULAUAN SERIBU SELATAN,89.34,Anorganik,Taman Kota
2024-01-25,KEPULAUAN SERIBU UTARA,106.25,B3,Taman Kota
2024-01-25,KOJA,104.67,Residu,Pasar
2024-01-25,KRAMATJATI,62.41,Organik,Komersial
2024-01-25,MAKASAR,196.45,Residu,Industri Kecil
2024-01-25,MAMPANG PRAPATAN,31.34,Anorganik,Industri Kecil
2024-01-25,MATRAMAN,100.22,Anorganik,Pasar
2024-01-25,MENTENG,29.12,Anorganik,Industri Kecil
2024-01-25,PADEMANGAN,191.05,B3,Industri Kecil
2024-01-25,PAL MERAH,110.24,Organik,Taman Kota
2024-01-25,PANCORAN,84.03,Residu,Taman Kota
2024-01-25,PASAR MINGGU,177.26,B3,Pasar
2024-01-25,PASAR REBO,159.89,B3,Rumah Tangga
2024-01-25,PENJARINGAN,87.2,Organik,Komersial
2024-01-25,PESANGGRAHAN,77.98,Residu,Pasar
2024-01-25,PULOGADUNG,75.12,B3,Pasar
2024-01-25,SAWAH BESAR,139.43,B3,Industri Kecil
2024-01-25,SENEN,67.09,Organik,Komersial
2024-01-25,SETIABUDI,52.18,Anorganik,Industri Kecil
2024-01-25,TAMAN SARI,100.17,B3,Taman Kota
2024-01-25,TAMBORA,135.97,B3,Pasar
2024-01-25,TANAH ABANG,52.44,B3,Pasar
2024-01-25,TANJUNG PRIOK,187.5,Anorganik,Industri Kecil
2024-01-25,TEBET,189.52,Residu,Komersial
2024-01-26,CAKUNG,268.93,Residu,Industri Kecil
2024-01-26,CEMPAKA PUTIH,29.23,Anorganik,Komersial
2024-01-26,CENGKARENG,137.46,Anorganik,Industri Kecil
2024-01-26,CILANDAK,174.03,Anorganik,Industri Kecil
2024-01-26,CILINCING,109.58,Anorganik,Taman Kota
2024-01-26,CIPAYUNG,192.91,B3,Taman Kota
2024-01-26,CIRACAS,158.33,Anorganik,Komersial
2024-01-26,DUREN SAWIT,159.99,Organik,Taman Kota
2024-01-26,GAMBIR,104.59,Organik,Rumah Tangga
2024-01-26,GROGOL PETAMBURAN,194.18,Residu,Komersial
2024-01-26,JAGAKARSA,161.06,Residu,Komersial
2024-01-26,JATINEGARA,111.22,Anorganik,Pasar
2024-01-26,JOHAR BARU,158.84,Organik,Komersial
2024-01-26,KALIDERES,77.78,B3,Pasar
2024-01-26,KEBAYORAN BARU,234.31,Anorganik,Pasar
2024-01-26,KEBAYORAN LAMA,139.87,Residu,Rumah Tangga
2024-01-26,KEBON JERUK,100.95,Organik,Rumah Tangga
2024-01-26,KELAPA GADING,182.54,Anorganik,Rumah Tangga
2024-01-26,KEMAYORAN,222.45,Organik,Pasar
2024-01-26,KEMBANGAN,65.27,Anorganik,Rumah Tangga
2024-01-26,KEPULAUAN SERIBU SELATAN,140.33,Residu,Taman Kota
2024-01-26,KEPULAUAN SERIBU UTARA,86.88,Organik,Taman Kota
2024-01-26,KOJA,117.35,B3,Rumah Tangga
2024-01-26,KRAMATJATI,68.25,Residu,Taman Kota
2024-01-26,MAKASAR,313.43,Residu,Industri Kecil
2024-01-26,MAMPANG PRAPATAN,51.75,Anorganik,Rumah Tangga
2024-01-26,MATRAMAN,100.08,Residu,Industri Kecil
2024-01-26,MENTENG,22.73,Organik,Taman Kota
2024-01-26,PADEMANGAN,220.68,Organik,Taman Kota
2024-01-26,PAL MERAH,122.63,Organik,Komersial
2024-01-26,PANCORAN,90.03,Organik,Industri Kecil
2024-01-26,PASAR MINGGU,211.0,Anorganik,Komersial
2024-01-26,PASAR REBO,208.98,Anorganik,Pasar
2024-01-26,PENJARINGAN,94.09,Organik,Pasar
2024-01-26,PESANGGRAHAN,100.88,Organik,Pasar
2024-01-26,PULOGADUNG,100.45,Organik,Industri Kecil
2024-01-26,SAWAH BESAR,135.89,B3,Industri Kecil
2024-01-26,SENEN,64.16,Residu,Rumah Tangga
2024-01-26,SETIABUDI,54.35,Anorganik,Rumah Tangga
2024-01-26,TAMAN SARI,94.38,Anorganik,Komersial
2024-01-26,TAMBORA,149.02,Residu,Pasar
2024-01-26,TANAH ABANG,52.34,Residu,Pasar
2024-01-26,TANJUNG PRIOK,151.89,Organik,Rumah Tangga
2024-01-26,TEBET,143.3,B3,Rumah Tangga
2024-01-27,CAKUNG,123.97,Anorganik,Industri Kecil
2024-01-27,CEMPAKA PUTIH,60.58,Organik,Taman Kota
2024-01-27,CENGKARENG,158.37,B3,Pasar
2024-01-27,CILANDAK,168.17,Organik,Pasar
2024-01-27,CILINCING,130.95,B3,Taman Kota
2024-01-27,CIPAYUNG,257.42,Residu,Pasar
2024-01-27,CIRACAS,174.21,Residu,Taman Kota
2024-01-27,DUREN SAWIT,127.14,Anorganik,Taman Kota
2024-01-27,GAMBIR,123.54,Anorganik,Rumah Tangga
2024-01-27,GROGOL PETAMBURAN,152.44,Organik,Taman Kota
2024-01-27,JAGAKARSA,91.14,Residu,Pasar
2024-01-27,JATINEGARA,102.74,Organik,Industri Kecil
2024-01-27,JOHAR BARU,120.68,Anorganik,Komersial
2024-01-27,KALIDERES,90.15,Anorganik,Taman Kota
2024-01-27,KEBAYORAN BARU,156.87,Organik,Komersial
2024-01-27,KEBAYORAN LAMA,158.87,Anorganik,Industri Kecil
2024-01-27,KEBON JERUK,111.33,Anorganik,Rumah Tangga
2024-01-27,KELAPA GADING,160.84,Organik,Komersial
2024-01-27,KEMAYORAN,142.82,Organik,Taman Kota
2024-01-27,KEMBANGAN,74.0,Residu,Rumah Tangga
2024-01-27,KEPULAUAN SERIBU SELATAN,118.73,Residu,Pasar
2024-01-27,KEPULAUAN SERIBU UTARA,104.39,Organik,Industri Kecil
2024-01-27,KOJA,93.38,Residu,Rumah Tangga
2024-01-27,KRAMATJATI,58.69,Anorganik,Taman Kota
2024-01-27,MAKASAR,206.79,B3,Komersial
2024-01-27,MAMPANG PRAPATAN,34.52,Residu,Industri Kecil
2024-01-27,MATRAMAN,102.11,Residu,Industri Kecil
2024-01-27,MENTENG,34.87,B3,Industri Kecil
2024-01-27,PADEMANGAN,164.43,Organik,Rumah Tangga
2024-01-27,PAL MERAH,87.97,Organik,Komersial
2024-01-27,PANCORAN,75.03,Anorganik,Rumah Tangga
2024-01-27,PASAR MINGGU,223.6,B3,Taman Kota
2024-01-27,PASAR REBO,209.48,Residu,Rumah Tangga
2024-01-27,PENJARINGAN,100.24,Anorganik,Taman Kota
2024-01-27,PESANGGRAHAN,104.51,B3,Taman Kota
2024-01-27,PULOGADUNG,198.1,Organik,Industri Kecil
2024-01-27,SAWAH BESAR,311.43,Organik,Rumah Tangga
2024-01-27,SENEN,71.54,Organik,Komersial
2024-01-27,SETIABUDI,57.4,Anorganik,Komersial
2024-01-27,TAMAN SARI,94.85,Anorganik,Taman Kota
2024-01-27,TAMBORA,226.13,Residu,Taman Kota
2024-01-27,TANAH ABANG,67.26,Organik,Taman Kota
2024-01-27,TANJUNG PRIOK,346.08,Organik,Komersial
2024-01-27,TEBET,210.71,B3,Taman Kota
2024-01-28,CAKUNG,100.88,Anorganik,Komersial
2024-01-28,CEMPAKA PUTIH,19.38,B3,Komersial
2024-01-28,CENGKARENG,73.35,Organik,Taman Kota
2024-01-28,CILANDAK,145.07,Residu,Industri Kecil
2024-01-28,CILINCING,105.38,Organik,Industri Kecil
2024-01-28,CIPAYUNG,95.8,Residu,Rumah Tangga
2024-01-28,CIRACAS,112.96,Residu,Taman Kota
2024-01-28,DUREN SAWIT,95.23,B3,Industri Kecil
2024-01-28,GAMBIR,57.53,B3,Taman Kota
2024-01-28,GROGOL PETAMBURAN,124.33,Organik,Komersial
2024-01-28,JAGAKARSA,53.99,Anorganik,Industri Kecil
2024-01-28,JATINEGARA,43.38,Anorganik,Taman Kota
2024-01-28,JOHAR BARU,109.13,Anorganik,Taman Kota
2024-01-28,KALIDERES,39.59,Residu,Industri Kecil
2024-01-28,KEBAYORAN BARU,95.14,Anorganik,Pasar
2024-01-28,KEBAYORAN LAMA,83.64,Anorganik,Pasar
2024-01-28,KEBON JERUK,71.5,Anorganik,Rumah Tangga
2024-01-28,KELAPA GADING,110.15,B3,Taman Kota
2024-01-28,KEMAYORAN,95.85,B3,Pasar
2024-01-28,KEMBANGAN,26.32,Residu,Pasar
2024-01-28,KEPULAUAN SERIBU SELATAN,54.85,Organik,Rumah Tangga
2024-01-28,KEPULAUAN SERIBU UTARA,56.43,Residu,Industri Kecil
2024-01-28,KOJA,62.09,Anorganik,Taman Kota
2024-01-28,KRAMATJATI,35.81,Anorganik,Industri Kecil
2024-01-28,MAKASAR,90.93,Residu,Industri Kecil
2024-01-28,MAMPANG PRAPATAN,25.33,B3,Industri Kecil
2024-01-28,MATRAMAN,49.12,Residu,Komersial
2024-01-28,MENTENG,18.62,Residu,Komersial
2024-01-28,PADEMANGAN,100.94,B3,Komersial
2024-01-28,PAL MERAH,45.12,B3,Rumah Tangga
2024-01-28,PANCORAN,40.78,Residu,Rumah Tangga
2024-01-28,PASAR MINGGU,148.68,Organik,Taman Kota
2024-01-28,PASAR REBO,69.42,Residu,Taman Kota
2024-01-28,PENJARINGAN,57.98,Residu,Industri Kecil
2024-01-28,PESANGGRAHAN,49.33,Residu,Komersial
2024-01-28,PULOGADUNG,59.46,Anorganik,Industri Kecil
2024-01-28,SAWAH BESAR,67.68,Organik,Rumah Tangga
2024-01-28,SENEN,32.28,Residu,Pasar
2024-01-28,SETIABUDI,32.23,Organik,Taman Kota
2024-01-28,TAMAN SARI,63.98,Organik,Rumah Tangga
2024-01-28,TAMBORA,143.62,B3,Rumah Tangga
2024-01-28,TANAH ABANG,24.39,Organik,Taman Kota
2024-01-28,TANJUNG PRIOK,71.12,Anorganik,Pasar
2024-01-28,TEBET,107.76,Residu,Industri Kecil
2024-01-29,CAKUNG,228.77,Anorganik,Pasar
2024-01-29,CEMPAKA PUTIH,48.44,Residu,Rumah Tangga
2024-01-29,CENGKARENG,215.8,Anorganik,Taman Kota
2024-01-29,CILANDAK,243.67,Anorganik,Taman Kota
2024-01-29,CILINCING,163.98,Anorganik,Taman Kota
2024-01-29,CIPAYUNG,270.14,Anorganik,Rumah Tangga
2024-01-29,CIRACAS,217.31,Anorganik,Industri Kecil
2024-01-29,DUREN SAWIT,207.74,B3,Industri Kecil
2024-01-29,GAMBIR,116.29,Anorganik,Pasar
2024-01-29,GROGOL PETAMBURAN,229.19,Anorganik,Industri Kecil
2024-01-29,JAGAKARSA,135.09,Organik,Rumah Tangga
2024-01-29,JATINEGARA,120.61,Organik,Industri Kecil
2024-01-29,JOHAR BARU,205.65,Organik,Rumah Tangga
2024-01-29,KALIDERES,128.31,Anorganik,Industri Kecil
2024-01-29,KEBAYORAN BARU,326.61,Organik,Rumah Tangga
2024-01-29,KEBAYORAN LAMA,260.24,B3,Pasar
2024-01-29,KEBON JERUK,162.64,Anorganik,Taman Kota
2024-01-29,KELAPA GADING,132.59,Organik,Pasar
2024-01-29,KEMAYORAN,277.36,Residu,Rumah Tangga
2024-01-29,KEMBANGAN,104.88,Anorganik,Taman Kota
2024-01-29,KEPULAUAN SERIBU SELATAN,218.5,Organik,Komersial
2024-01-29,KEPULAUAN SERIBU UTARA,146.53,Organik,Taman Kota
2024-01-29,KOJA,144.93,B3,Taman Kota
2024-01-29,KRAMATJATI,55.71,Residu,Industri Kecil
2024-01-29,MAKASAR,670.03,Anorganik,Pasar
2024-01-29,MAMPANG PRAPATAN,60.16,B3,Rumah Tangga
2024-01-29,MATRAMAN,179.96,Residu,Taman Kota
2024-01-29,MENTENG,43.59,Residu,Industri Kecil
2024-01-29,PADEMANGAN,195.44,Organik,Komersial
2024-01-29,PAL MERAH,132.18,Anorganik,Taman Kota
2024-01-29,PANCORAN,149.42,B3,Industri Kecil
2024-01-29,PASAR MINGGU,336.81,Residu,Industri Kecil
2024-01-29,PASAR REBO,158.77,B3,Komersial
2024-01-29,PENJARINGAN,143.95,Residu,Pasar
2024-01-29,PESANGGRAHAN,130.36,Residu,Industri Kecil
2024-01-29,PULOGADUNG,169.76,Anorganik,Industri Kecil
2024-01-29,SAWAH BESAR,271.05,B3,Industri Kecil
2024-01-29,SENEN,78.36,Anorganik,Taman Kota
2024-01-29,SETIABUDI,53.26,Residu,Taman Kota
2024-01-29,TAMAN SARI,92.49,Residu,Industri Kecil
2024-01-29,TAMBORA,319.24,Organik,Pasar
2024-01-29,TANAH ABANG,54.61,Organik,Industri Kecil
2024-01-29,TANJUNG PRIOK,252.32,Residu,Industri Kecil
2024-01-29,TEBET,186.55,Residu,Pasar
2024-01-30,CAKUNG,124.97,B3,Rumah Tangga
2024-01-30,CEMPAKA PUTIH,39.03,Anorganik,Pasar
2024-01-30,CENGKARENG,152.34,Residu,Taman Kota
2024-01-30,CILANDAK,179.81,Anorganik,Industri Kecil
2024-01-30,CILINCING,168.52,B3,Rumah Tangga
2024-01-30,CIPAYUNG,139.66,Residu,Rumah Tangga
2024-01-30,CIRACAS,165.25,Residu,Rumah Tangga
2024-01-30,DUREN SAWIT,109.21,Residu,Pasar
2024-01-30,GAMBIR,226.41,B3,Pasar
2024-01-30,GROGOL PETAMBURAN,134.62,Residu,Komersial
2024-01-30,JAGAKARSA,84.72,B3,Komersial
2024-01-30,JATINEGARA,102.1,Residu,Industri Kecil
2024-01-30,JOHAR BARU,100.97,B3,Pasar
2024-01-30,KALIDERES,71.23,Anorganik,Rumah Tangga
2024-01-30,KEBAYORAN BARU,173.38,Organik,Rumah Tangga
2024-01-30,KEBAYORAN LAMA,150.1,B3,Rumah Tangga
2024-01-30,KEBON JERUK,82.93,Anorganik,Pasar
2024-01-30,KELAPA GADING,169.57,Anorganik,Komersial
2024-01-30,KEMAYORAN,239.0,Anorganik,Industri Kecil
2024-01-30,KEMBANGAN,48.96,Residu,Pasar
2024-01-30,KEPULAUAN SERIBU SELATAN,99.94,B3,Rumah Tangga
2024-01-30,KEPULAUAN SERIBU UTARA,115.63,Residu,Pasar
2024-01-30,KOJA,93.06,Anorganik,Rumah Tangga
2024-01-30,KRAMATJATI,61.0,B3,Taman Kota
2024-01-30,MAKASAR,192.46,B3,Rumah Tangga
2024-01-30,MAMPANG PRAPATAN,45.26,Residu,Taman Kota
2024-01-30,MATRAMAN,81.5,Residu,Rumah Tangga
2024-01-30,MENTENG,24.53,Anorganik,Rumah Tangga
2024-01-30,PADEMANGAN,161.99,B3,Rumah Tangga
2024-01-30,PAL MERAH,119.03,Residu,Taman Kota
2024-01-30,PANCORAN,87.75,Anorganik,Taman Kota
2024-01-30,PASAR MINGGU,245.31,B3,Taman Kota
2024-01-30,PASAR REBO,159.83,Residu,Pasar
2024-01-30,PENJARINGAN,143.71,B3,Pasar
2024-01-30,PESANGGRAHAN,101.13,B3,Pasar
2024-01-30,PULOGADUNG,103.12,Anorganik,Industri Kecil
2024-01-30,SAWAH BESAR,177.12,Anorganik,Komersial
2024-01-30,SENEN,80.77,Residu,Pasar
2024-01-30,SETIABUDI,44.2,Anorganik,Komersial
2024-01-30,TAMAN SARI,100.24,Residu,Rumah Tangga
2024-01-30,TAMBORA,217.45,Organik,Taman Kota
2024-01-30,TANAH ABANG,46.11,Residu,Taman Kota
2024-01-30,TANJUNG PRIOK,106.36,B3,Taman Kota
2024-01-30,TEBET,208.52,B3,Taman Kota
2024-01-31,CAKUNG,128.03,B3,Taman Kota
2024-01-31,CEMPAKA PUTIH,34.42,Anorganik,Rumah Tangga
2024-01-31,CENGKARENG,163.71,Organik,Rumah Tangga
2024-01-31,CILANDAK,225.7,Anorganik,Komersial
2024-01-31,CILINCING,168.32,Residu,Komersial
2024-01-31,CIPAYUNG,230.8,Anorganik,Pasar
2024-01-31,CIRACAS,140.52,Organik,Komersial
2024-01-31,DUREN SAWIT,130.52,B3,Industri Kecil
2024-01-31,GAMBIR,114.67,Anorganik,Komersial
2024-01-31,GROGOL PETAMBURAN,107.66,B3,Komersial
2024-01-31,JAGAKARSA,70.89,B3,Pasar
2024-01-31,JATINEGARA,66.97,Anorganik,Rumah Tangga
2024-01-31,JOHAR BARU,117.68,Organik,Industri Kecil
2024-01-31,KALIDERES,55.91,Residu,Industri Kecil
2024-01-31,KEBAYORAN BARU,176.3,Anorganik,Pasar
2024-01-31,KEBAYORAN LAMA,191.22,B3,Industri Kecil
2024-01-31,KEBON JERUK,91.07,Residu,Komersial
2024-01-31,KELAPA GADING,102.74,Organik,Pasar
2024-01-31,KEMAYORAN,197.64,B3,Komersial
2024-01-31,KEMBANGAN,59.22,Residu,Pasar
2024-01-31,KEPULAUAN SERIBU SELATAN,107.27,Organik,Taman Kota
2024-01-31,KEPULAUAN SERIBU UTARA,122.64,Residu,Komersial
2024-01-31,KOJA,66.15,Organik,Rumah Tangga
2024-01-31,KRAMATJATI,53.59,Organik,Rumah Tangga
2024-01-31,MAKASAR,196.51,B3,Komersial
2024-01-31,MAMPANG PRAPATAN,50.32,Anorganik,Pasar
2024-01-31,MATRAMAN,185.29,Organik,Taman Kota
2024-01-31,MENTENG,22.14,Anorganik,Industri Kecil
2024-01-31,PADEMANGAN,211.68,Anorganik,Rumah Tangga
2024-01-31,PAL MERAH,67.69,B3,Pasar
2024-01-31,PANCORAN,62.99,Organik,Taman Kota
2024-01-31,PASAR MINGGU,188.62,Organik,Komersial
2024-01-31,PASAR REBO,189.73,Organik,Taman Kota
2024-01-31,PENJARINGAN,132.3,Anorganik,Rumah Tangga
2024-01-31,PESANGGRAHAN,66.41,Residu,Pasar
2024-01-31,PULOGADUNG,181.83,Residu,Komersial
2024-01-31,SAWAH BESAR,181.86,Organik,Rumah Tangga
2024-01-31,SENEN,76.57,Residu,Industri Kecil
2024-01-31,SETIABUDI,57.74,Anorganik,Rumah Tangga
2024-01-31,TAMAN SARI,98.97,B3,Rumah Tangga
2024-01-31,TAMBORA,219.91,B3,Pasar
2024-01-31,TANAH ABANG,56.62,Anorganik,Industri Kecil
2024-01-31,TANJUNG PRIOK,163.58,Residu,Rumah Tangga
2024-01-31,TEBET,209.14,Anorganik,Komersial
2024-02-01,CAKUNG,114.89,B3,Komersial
2024-02-01,CEMPAKA PUTIH,27.59,Anorganik,Taman Kota
2024-02-01,CENGKARENG,143.01,Residu,Rumah Tangga
2024-02-01,CILANDAK,197.56,Anorganik,Komersial
2024-02-01,CILINCING,172.82,Organik,Rumah Tangga
2024-02-01,CIPAYUNG,223.66,Residu,Komersial
2024-02-01,CIRACAS,270.88,Anorganik,Taman Kota
2024-02-01,DUREN SAWIT,95.93,Organik,Rumah Tangga
2024-02-01,GAMBIR,108.5,Organik,Komersial
2024-02-01,GROGOL PETAMBURAN,198.86,Anorganik,Komersial
2024-02-01,JAGAKARSA,81.28,Anorganik,Pasar
2024-02-01,JATINEGARA,145.98,Anorganik,Taman Kota
2024-02-01,JOHAR BARU,149.46,Residu,Taman Kota
2024-02-01,KALIDERES,71.25,B3,Industri Kecil
2024-02-01,KEBAYORAN BARU,181.49,B3,Industri Kecil
2024-02-01,KEBAYORAN LAMA,184.44,Residu,Komersial
2024-02-01,KEBON JERUK,84.07,Residu,Komersial
2024-02-01,KELAPA GADING,301.42,Organik,Rumah Tangga
2024-02-01,KEMAYORAN,153.14,Anorganik,Rumah Tangga
2024-02-01,KEMBANGAN,75.4,Organik,Rumah Tangga
2024-02-01,KEPULAUAN SERIBU SELATAN,141.8,Organik,Komersial
2024-02-01,KEPULAUAN SERIBU UTARA,77.56,B3,Taman Kota
2024-02-01,KOJA,81.57,Organik,Pasar
2024-02-01,KRAMATJATI,61.93,B3,Industri Kecil
2024-02-01,MAKASAR,251.89,Anorganik,Industri Kecil
2024-02-01,MAMPANG PRAPATAN,47.4,Organik,Rumah Tangga
2024-02-01,MATRAMAN,126.44,Organik,Industri Kecil
2024-02-01,MENTENG,20.59,Anorganik,Komersial
2024-02-01,PADEMANGAN,131.62,B3,Industri Kecil
2024-02-01,PAL MERAH,91.48,Organik,Pasar
2024-02-01,PANCORAN,87.49,B3,Industri Kecil
2024-02-01,PASAR MINGGU,161.04,Organik,Komersial
2024-02-01,PASAR REBO,150.6,Residu,Taman Kota
2024-02-01,PENJARINGAN,149.79,Anorganik,Pasar
2024-02-01,PESANGGRAHAN,86.65,Residu,Industri Kecil
2024-02-01,PULOGADUNG,123.78,Residu,Industri Kecil
2024-02-01,SAWAH BESAR,173.58,Anorganik,Rumah Tangga
2024-02-01,SENEN,82.96,B3,Taman Kota
2024-02-01,SETIABUDI,52.11,Organik,Taman Kota
2024-02-01,TAMAN SARI,111.42,Anorganik,Rumah Tangga
2024-02-01,TAMBORA,239.76,B3,Rumah Tangga
2024-02-01,TANAH ABANG,65.1,B3,Industri Kecil
2024-02-01,TANJUNG PRIOK,187.51,Organik,Taman Kota
2024-02-01,TEBET,214.66,Anorganik,Pasar
2024-02-02,CAKUNG,118.74,B3,Rumah Tangga
2024-02-02,CEMPAKA PUTIH,32.58,B3,Rumah Tangga
2024-02-02,CENGKARENG,206.79,B3,Taman Kota
2024-02-02,CILANDAK,181.39,Anorganik,Komersial
2024-02-02,CILINCING,148.37,B3,Industri Kecil
2024-02-02,CIPAYUNG,510.28,Organik,Komersial
2024-02-02,CIRACAS,205.89,Residu,Industri Kecil
2024-02-02,DUREN SAWIT,108.99,Organik,Komersial
2024-02-02,GAMBIR,91.66,Anorganik,Industri Kecil
2024-02-02,GROGOL PETAMBURAN,113.18,Organik,Rumah Tangga
2024-02-02,JAGAKARSA,86.3,B3,Pasar
2024-02-02,JATINEGARA,113.06,B3,Pasar
2024-02-02,JOHAR BARU,157.21,Anorganik,Taman Kota
2024-02-02,KALIDERES,86.78,Residu,Rumah Tangga
2024-02-02,KEBAYORAN BARU,201.81,B3,Komersial
2024-02-02,KEBAYORAN LAMA,162.58,Anorganik,Komersial
2024-02-02,KEBON JERUK,72.67,Anorganik,Industri Kecil
2024-02-02,KELAPA GADING,157.08,B3,Pasar
2024-02-02,KEMAYORAN,213.91,Organik,Pasar
2024-02-02,KEMBANGAN,55.16,Anorganik,Industri Kecil
2024-02-02,KEPULAUAN SERIBU SELATAN,97.5,Anorganik,Pasar
2024-02-02,KEPULAUAN SERIBU UTARA,113.54,Organik,Industri Kecil
2024-02-02,KOJA,111.77,Anorganik,Industri Kecil
2024-02-02,KRAMATJATI,45.5,Residu,Industri Kecil
2024-02-02,MAKASAR,250.97,Residu,Industri Kecil
2024-02-02,MAMPANG PRAPATAN,36.26,Organik,Industri Kecil
2024-02-02,MATRAMAN,78.09,Anorganik,Komersial
2024-02-02,MENTENG,32.25,Residu,Industri Kecil
2024-02-02,PADEMANGAN,165.19,Organik,Rumah Tangga
2024-02-02,PAL MERAH,125.4,Residu,Komersial
2024-02-02,PANCORAN,95.66,Organik,Industri Kecil
2024-02-02,PASAR MINGGU,230.48,B3,Pasar
2024-02-02,PASAR REBO,142.23,B3,Rumah Tangga
2024-02-02,PENJARINGAN,163.11,Residu,Komersial
2024-02-02,PESANGGRAHAN,89.16,Anorganik,Taman Kota
2024-02-02,PULOGADUNG,92.93,B3,Rumah Tangga
2024-02-02,SAWAH BESAR,142.24,B3,Taman Kota
2024-02-02,SENEN,70.68,Organik,Komersial
2024-02-02,SETIABUDI,59.23,Anorganik,Industri Kecil
2024-02-02,TAMAN SARI,79.63,Organik,Pasar
2024-02-02,TAMBORA,200.97,B3,Komersial
2024-02-02,TANAH ABANG,65.13,Anorganik,Taman Kota
2024-02-02,TANJUNG PRIOK,159.15,Residu,Industri Kecil
2024-02-02,TEBET,239.64,Organik,Pasar
2024-02-03,CAKUNG,135.23,Organik,Komersial
2024-02-03,CEMPAKA PUTIH,35.68,B3,Komersial
2024-02-03,CENGKARENG,192.69,Organik,Pasar
2024-02-03,CILANDAK,136.79,Anorganik,Pasar
2024-02-03,CILINCING,136.64,Organik,Taman Kota
2024-02-03,CIPAYUNG,136.63,B3,Rumah Tangga
